Waktu_Laptop,Waktu_Boot_ESP32_ms,Ketinggian_m,Pitch_deg,Roll_deg
2026-05-21 10:27:23,4902958, Ketinggian (Altitude) : 1992.95, Kemiringan (pitch) : 4.74, Kemiringan (roll) : 3.38
2026-05-21 10:27:24,4903962, Ketinggian (Altitude) : 1992.92, Kemiringan (pitch) : -3.41, Kemiringan (roll) : 4.99
2026-05-21 10:27:25,4904966, Ketinggian (Altitude) : 1992.86, Kemiringan (pitch) : 0.57, Kemiringan (roll) : 1.95
2026-05-21 10:27:26,4905970, Ketinggian (Altitude) : 1992.83, Kemiringan (pitch) : -7.89, Kemiringan (roll) : 14.05
2026-05-21 10:27:27,4906974, Ketinggian (Altitude) : 1992.76, Kemiringan (pitch) : -3.80, Kemiringan (roll) : 5.23
2026-05-21 10:27:29,4907978, Ketinggian (Altitude) : 1992.70, Kemiringan (pitch) : -2.65, Kemiringan (roll) : 7.61
2026-05-21 10:27:30,4908982, Ketinggian (Altitude) : 1992.64, Kemiringan (pitch) : -7.03, Kemiringan (roll) : 5.86
2026-05-21 10:27:31,4909986, Ketinggian (Altitude) : 1992.55, Kemiringan (pitch) : 16.65, Kemiringan (roll) : -0.45
2026-05-21 10:27:32,4910990, Ketinggian (Altitude) : 1992.47, Kemiringan (pitch) : -0.54, Kemiringan (roll) : 17.71
2026-05-21 10:27:33,4911994, Ketinggian (Altitude) : 1992.39, Kemiringan (pitch) : -1.16, Kemiringan (roll) : -6.49
2026-05-21 10:27:34,4912998, Ketinggian (Altitude) : 1992.27, Kemiringan (pitch) : 13.59, Kemiringan (roll) : -29.62
2026-05-21 10:27:35,4914002, Ketinggian (Altitude) : 1992.17, Kemiringan (pitch) : 2.13, Kemiringan (roll) : 10.20
2026-05-21 10:27:36,4915006, Ketinggian (Altitude) : 1992.06, Kemiringan (pitch) : -11.77, Kemiringan (roll) : 6.57
2026-05-21 10:27:37,4916010, Ketinggian (Altitude) : 1991.93, Kemiringan (pitch) : 2.47, Kemiringan (roll) : 8.44
2026-05-21 10:27:38,4917014, Ketinggian (Altitude) : 1991.87, Kemiringan (pitch) : 3.96, Kemiringan (roll) : 12.82
2026-05-21 10:27:39,4918018, Ketinggian (Altitude) : 1991.71, Kemiringan (pitch) : 8.14, Kemiringan (roll) : -20.47
2026-05-21 10:27:40,4919022, Ketinggian (Altitude) : 1991.57, Kemiringan (pitch) : 4.55, Kemiringan (roll) : 4.10
2026-05-21 10:27:41,4920026, Ketinggian (Altitude) : 1991.40, Kemiringan (pitch) : 16.08, Kemiringan (roll) : -6.33
2026-05-21 10:27:42,4921030, Ketinggian (Altitude) : 1991.26, Kemiringan (pitch) : 9.14, Kemiringan (roll) : 2.56
2026-05-21 10:27:43,4922034, Ketinggian (Altitude) : 1991.08, Kemiringan (pitch) : 9.71, Kemiringan (roll) : 1.16
2026-05-21 10:27:44,4923038, Ketinggian (Altitude) : 1990.90, Kemiringan (pitch) : 12.16, Kemiringan (roll) : 6.76
2026-05-21 10:27:45,4924042, Ketinggian (Altitude) : 1990.73, Kemiringan (pitch) : 5.02, Kemiringan (roll) : -4.72
2026-05-21 10:27:46,4925046, Ketinggian (Altitude) : 1990.56, Kemiringan (pitch) : 18.93, Kemiringan (roll) : 0.57
2026-05-21 10:27:47,4926050, Ketinggian (Altitude) : 1990.35, Kemiringan (pitch) : 10.44, Kemiringan (roll) : -14.55
2026-05-21 10:27:48,4927054, Ketinggian (Altitude) : 1990.15, Kemiringan (pitch) : 4.64, Kemiringan (roll) : 0.42
2026-05-21 10:27:49,4928058, Ketinggian (Altitude) : 1989.95, Kemiringan (pitch) : 9.84, Kemiringan (roll) : -9.65
2026-05-21 10:27:50,4929062, Ketinggian (Altitude) : 1989.75, Kemiringan (pitch) : 1.82, Kemiringan (roll) : -9.79
2026-05-21 10:27:51,4930066, Ketinggian (Altitude) : 1989.58, Kemiringan (pitch) : -2.58, Kemiringan (roll) : 5.85
2026-05-21 10:27:52,4931070, Ketinggian (Altitude) : 1989.47, Kemiringan (pitch) : 8.30, Kemiringan (roll) : 11.35
2026-05-21 10:27:53,4932074, Ketinggian (Altitude) : 1989.26, Kemiringan (pitch) : 1.75, Kemiringan (roll) : -4.27
2026-05-21 10:27:54,4933078, Ketinggian (Altitude) : 1989.05, Kemiringan (pitch) : -15.05, Kemiringan (roll) : 4.64
2026-05-21 10:27:55,4934082, Ketinggian (Altitude) : 1988.84, Kemiringan (pitch) : 18.16, Kemiringan (roll) : -20.27
2026-05-21 10:27:56,4935086, Ketinggian (Altitude) : 1988.64, Kemiringan (pitch) : 6.12, Kemiringan (roll) : -4.74
2026-05-21 10:27:57,4936090, Ketinggian (Altitude) : 1988.43, Kemiringan (pitch) : -8.08, Kemiringan (roll) : 3.08
2026-05-21 10:27:58,4937094, Ketinggian (Altitude) : 1988.24, Kemiringan (pitch) : -6.88, Kemiringan (roll) : 6.97
2026-05-21 10:27:59,4938098, Ketinggian (Altitude) : 1988.07, Kemiringan (pitch) : 6.77, Kemiringan (roll) : -11.40
2026-05-21 10:28:00,4939102, Ketinggian (Altitude) : 1987.92, Kemiringan (pitch) : 22.00, Kemiringan (roll) : -1.68
2026-05-21 10:28:01,4940106, Ketinggian (Altitude) : 1987.72, Kemiringan (pitch) : 16.53, Kemiringan (roll) : 8.91
2026-05-21 10:28:02,4941110, Ketinggian (Altitude) : 1987.56, Kemiringan (pitch) : 7.18, Kemiringan (roll) : -7.48
2026-05-21 10:28:03,4942114, Ketinggian (Altitude) : 1987.41, Kemiringan (pitch) : -2.23, Kemiringan (roll) : 0.12
2026-05-21 10:28:04,4943118, Ketinggian (Altitude) : 1987.27, Kemiringan (pitch) : -6.49, Kemiringan (roll) : 2.49
2026-05-21 10:28:05,4944122, Ketinggian (Altitude) : 1987.15, Kemiringan (pitch) : 3.44, Kemiringan (roll) : 3.40
2026-05-21 10:28:06,4945126, Ketinggian (Altitude) : 1987.06, Kemiringan (pitch) : 19.16, Kemiringan (roll) : 1.83
2026-05-21 10:28:07,4946130, Ketinggian (Altitude) : 1986.97, Kemiringan (pitch) : 14.53, Kemiringan (roll) : 4.91
2026-05-21 10:28:08,4947134, Ketinggian (Altitude) : 1986.87, Kemiringan (pitch) : 2.85, Kemiringan (roll) : -3.67
2026-05-21 10:28:09,4948138, Ketinggian (Altitude) : 1986.78, Kemiringan (pitch) : 15.30, Kemiringan (roll) : 1.04
2026-05-21 10:28:10,4949142, Ketinggian (Altitude) : 1986.68, Kemiringan (pitch) : 7.28, Kemiringan (roll) : 5.17
2026-05-21 10:28:11,4950146, Ketinggian (Altitude) : 1986.59, Kemiringan (pitch) : 1.05, Kemiringan (roll) : 17.46
2026-05-21 10:28:12,4951150, Ketinggian (Altitude) : 1986.50, Kemiringan (pitch) : 14.75, Kemiringan (roll) : 3.46
2026-05-21 10:28:13,4952154, Ketinggian (Altitude) : 1986.44, Kemiringan (pitch) : 5.31, Kemiringan (roll) : 6.73
2026-05-21 10:28:14,4953158, Ketinggian (Altitude) : 1986.38, Kemiringan (pitch) : 11.64, Kemiringan (roll) : 6.05
2026-05-21 10:28:15,4954162, Ketinggian (Altitude) : 1986.29, Kemiringan (pitch) : 1.78, Kemiringan (roll) : 13.64
2026-05-21 10:28:16,4955166, Ketinggian (Altitude) : 1986.22, Kemiringan (pitch) : 7.42, Kemiringan (roll) : 19.12
2026-05-21 10:28:17,4956170, Ketinggian (Altitude) : 1986.15, Kemiringan (pitch) : 15.42, Kemiringan (roll) : 3.06
2026-05-21 10:28:18,4957174, Ketinggian (Altitude) : 1986.05, Kemiringan (pitch) : 17.39, Kemiringan (roll) : -10.75
2026-05-21 10:28:19,4958178, Ketinggian (Altitude) : 1985.96, Kemiringan (pitch) : 16.56, Kemiringan (roll) : -0.59
2026-05-21 10:28:20,4959182, Ketinggian (Altitude) : 1985.86, Kemiringan (pitch) : -1.43, Kemiringan (roll) : 9.05
2026-05-21 10:28:21,4960186, Ketinggian (Altitude) : 1985.80, Kemiringan (pitch) : 2.30, Kemiringan (roll) : 8.56
2026-05-21 10:28:22,4961190, Ketinggian (Altitude) : 1985.71, Kemiringan (pitch) : 7.05, Kemiringan (roll) : 12.41
2026-05-21 10:28:23,4962194, Ketinggian (Altitude) : 1985.62, Kemiringan (pitch) : 5.50, Kemiringan (roll) : -1.19
2026-05-21 10:28:24,4963198, Ketinggian (Altitude) : 1985.48, Kemiringan (pitch) : 14.06, Kemiringan (roll) : -18.62
2026-05-21 10:28:25,4964202, Ketinggian (Altitude) : 1985.34, Kemiringan (pitch) : 10.99, Kemiringan (roll) : 18.96
2026-05-21 10:28:26,4965206, Ketinggian (Altitude) : 1985.24, Kemiringan (pitch) : 10.55, Kemiringan (roll) : 11.27
2026-05-21 10:28:27,4966210, Ketinggian (Altitude) : 1985.08, Kemiringan (pitch) : -12.31, Kemiringan (roll) : 13.05
2026-05-21 10:28:28,4967214, Ketinggian (Altitude) : 1984.93, Kemiringan (pitch) : -0.36, Kemiringan (roll) : 11.14
2026-05-21 10:28:29,4968218, Ketinggian (Altitude) : 1984.79, Kemiringan (pitch) : 2.95, Kemiringan (roll) : 3.46
2026-05-21 10:28:30,4969222, Ketinggian (Altitude) : 1984.61, Kemiringan (pitch) : 16.36, Kemiringan (roll) : 3.64
2026-05-21 10:28:31,4970226, Ketinggian (Altitude) : 1984.42, Kemiringan (pitch) : 1.69, Kemiringan (roll) : 8.99
2026-05-21 10:28:32,4971230, Ketinggian (Altitude) : 1984.22, Kemiringan (pitch) : 9.19, Kemiringan (roll) : 8.79
2026-05-21 10:28:33,4972234, Ketinggian (Altitude) : 1984.07, Kemiringan (pitch) : 11.51, Kemiringan (roll) : 3.92
2026-05-21 10:28:34,4973238, Ketinggian (Altitude) : 1983.90, Kemiringan (pitch) : -6.26, Kemiringan (roll) : -4.72
2026-05-21 10:28:35,4974242, Ketinggian (Altitude) : 1983.78, Kemiringan (pitch) : -2.93, Kemiringan (roll) : 6.57
2026-05-21 10:28:36,4975246, Ketinggian (Altitude) : 1983.59, Kemiringan (pitch) : 4.51, Kemiringan (roll) : -11.68
2026-05-21 10:28:37,4976250, Ketinggian (Altitude) : 1983.39, Kemiringan (pitch) : 8.92, Kemiringan (roll) : 11.84
2026-05-21 10:28:38,4977254, Ketinggian (Altitude) : 1983.22, Kemiringan (pitch) : 1.73, Kemiringan (roll) : 11.42
2026-05-21 10:28:39,4978258, Ketinggian (Altitude) : 1983.03, Kemiringan (pitch) : 18.58, Kemiringan (roll) : 3.85
2026-05-21 10:28:40,4979262, Ketinggian (Altitude) : 1982.84, Kemiringan (pitch) : -3.46, Kemiringan (roll) : 13.28
