Waktu_Laptop,Waktu_Boot_ESP32_ms,Ketinggian_m,Pitch_deg,Roll_deg
2026-05-21 11:02:16,6995294, Ketinggian (Altitude) : 1969.44, Kemiringan (pitch) : 8.24, Kemiringan (roll) : 0.35
2026-05-21 11:02:17,6996298, Ketinggian (Altitude) : 1969.12, Kemiringan (pitch) : 11.28, Kemiringan (roll) : 3.64
2026-05-21 11:02:18,6997302, Ketinggian (Altitude) : 1968.78, Kemiringan (pitch) : 9.75, Kemiringan (roll) : 12.31
2026-05-21 11:02:19,6998306, Ketinggian (Altitude) : 1968.46, Kemiringan (pitch) : 13.13, Kemiringan (roll) : 14.97
2026-05-21 11:02:20,6999310, Ketinggian (Altitude) : 1968.12, Kemiringan (pitch) : 1.23, Kemiringan (roll) : 7.11
2026-05-21 11:02:21,7000314, Ketinggian (Altitude) : 1967.76, Kemiringan (pitch) : 13.07, Kemiringan (roll) : 6.16
2026-05-21 11:02:22,7001318, Ketinggian (Altitude) : 1967.40, Kemiringan (pitch) : -2.31, Kemiringan (roll) : 5.48
2026-05-21 11:02:23,7002322, Ketinggian (Altitude) : 1967.06, Kemiringan (pitch) : 9.58, Kemiringan (roll) : 1.39
2026-05-21 11:02:24,7003326, Ketinggian (Altitude) : 1966.68, Kemiringan (pitch) : 5.34, Kemiringan (roll) : 3.64
2026-05-21 11:02:25,7004330, Ketinggian (Altitude) : 1966.34, Kemiringan (pitch) : 11.14, Kemiringan (roll) : 20.08
2026-05-21 11:02:26,7005334, Ketinggian (Altitude) : 1965.95, Kemiringan (pitch) : 5.13, Kemiringan (roll) : 13.59
2026-05-21 11:02:27,7006338, Ketinggian (Altitude) : 1965.80, Kemiringan (pitch) : 7.98, Kemiringan (roll) : 6.57
2026-05-21 11:02:28,7007342, Ketinggian (Altitude) : 1965.44, Kemiringan (pitch) : 11.33, Kemiringan (roll) : 7.37
2026-05-21 11:02:29,7008346, Ketinggian (Altitude) : 1965.09, Kemiringan (pitch) : 13.44, Kemiringan (roll) : 15.87
2026-05-21 11:02:30,7009350, Ketinggian (Altitude) : 1964.75, Kemiringan (pitch) : 13.11, Kemiringan (roll) : 7.46
