Waktu_Laptop,Waktu_Boot_ESP32_ms,Ketinggian_m,Pitch_deg,Roll_deg
2026-05-21 11:14:14,7713154, Ketinggian (Altitude) : 1938.06, Kemiringan (pitch) : 3.79, Kemiringan (roll) : 0.08
2026-05-21 11:14:15,7714158, Ketinggian (Altitude) : 1937.84, Kemiringan (pitch) : -1.09, Kemiringan (roll) : -10.23
2026-05-21 11:14:16,7715162, Ketinggian (Altitude) : 1937.61, Kemiringan (pitch) : 14.97, Kemiringan (roll) : -10.16
2026-05-21 11:14:17,7716166, Ketinggian (Altitude) : 1937.35, Kemiringan (pitch) : 9.76, Kemiringan (roll) : 1.99
2026-05-21 11:14:18,7717170, Ketinggian (Altitude) : 1937.21, Kemiringan (pitch) : 4.14, Kemiringan (roll) : 8.02
2026-05-21 11:14:19,7718174, Ketinggian (Altitude) : 1936.95, Kemiringan (pitch) : 16.71, Kemiringan (roll) : -1.23
2026-05-21 11:14:20,7719178, Ketinggian (Altitude) : 1936.74, Kemiringan (pitch) : 24.50, Kemiringan (roll) : -15.56
2026-05-21 11:14:21,7720182, Ketinggian (Altitude) : 1936.48, Kemiringan (pitch) : 4.55, Kemiringan (roll) : -6.29
2026-05-21 11:14:22,7721186, Ketinggian (Altitude) : 1936.28, Kemiringan (pitch) : 10.05, Kemiringan (roll) : 1.74
2026-05-21 11:14:23,7722190, Ketinggian (Altitude) : 1936.09, Kemiringan (pitch) : 5.62, Kemiringan (roll) : -2.51
2026-05-21 11:14:24,7723194, Ketinggian (Altitude) : 1935.92, Kemiringan (pitch) : 5.71, Kemiringan (roll) : -4.58
2026-05-21 11:14:25,7724198, Ketinggian (Altitude) : 1935.81, Kemiringan (pitch) : 6.05, Kemiringan (roll) : -11.35
2026-05-21 11:14:26,7725202, Ketinggian (Altitude) : 1935.70, Kemiringan (pitch) : 18.45, Kemiringan (roll) : -26.18
2026-05-21 11:14:27,7726206, Ketinggian (Altitude) : 1935.58, Kemiringan (pitch) : 13.11, Kemiringan (roll) : -6.49
2026-05-21 11:14:28,7727210, Ketinggian (Altitude) : 1935.50, Kemiringan (pitch) : 15.86, Kemiringan (roll) : 3.15
2026-05-21 11:14:29,7728214, Ketinggian (Altitude) : 1935.41, Kemiringan (pitch) : -2.78, Kemiringan (roll) : -2.82
2026-05-21 11:14:30,7729218, Ketinggian (Altitude) : 1935.28, Kemiringan (pitch) : 19.62, Kemiringan (roll) : -12.52
2026-05-21 11:14:31,7730222, Ketinggian (Altitude) : 1935.14, Kemiringan (pitch) : 7.32, Kemiringan (roll) : -2.64
2026-05-21 11:14:32,7731226, Ketinggian (Altitude) : 1935.02, Kemiringan (pitch) : 16.79, Kemiringan (roll) : 10.00
2026-05-21 11:14:33,7732230, Ketinggian (Altitude) : 1934.88, Kemiringan (pitch) : 12.62, Kemiringan (roll) : 0.24
2026-05-21 11:14:34,7733234, Ketinggian (Altitude) : 1934.82, Kemiringan (pitch) : 19.48, Kemiringan (roll) : -11.73
2026-05-21 11:14:35,7734238, Ketinggian (Altitude) : 1934.68, Kemiringan (pitch) : 21.31, Kemiringan (roll) : -13.34
2026-05-21 11:14:36,7735242, Ketinggian (Altitude) : 1934.54, Kemiringan (pitch) : 28.10, Kemiringan (roll) : -25.29
2026-05-21 11:14:37,7736246, Ketinggian (Altitude) : 1934.39, Kemiringan (pitch) : 24.12, Kemiringan (roll) : -18.03
2026-05-21 11:14:38,7737250, Ketinggian (Altitude) : 1934.25, Kemiringan (pitch) : 23.36, Kemiringan (roll) : -4.88
2026-05-21 11:14:39,7738254, Ketinggian (Altitude) : 1934.08, Kemiringan (pitch) : 22.73, Kemiringan (roll) : 7.45
2026-05-21 11:14:40,7739258, Ketinggian (Altitude) : 1933.91, Kemiringan (pitch) : 16.69, Kemiringan (roll) : -15.60
2026-05-21 11:14:41,7740262, Ketinggian (Altitude) : 1933.77, Kemiringan (pitch) : 25.92, Kemiringan (roll) : 2.70
2026-05-21 11:14:42,7741266, Ketinggian (Altitude) : 1933.55, Kemiringan (pitch) : 25.91, Kemiringan (roll) : 22.68
2026-05-21 11:14:43,7742270, Ketinggian (Altitude) : 1933.35, Kemiringan (pitch) : 16.87, Kemiringan (roll) : 18.83
2026-05-21 11:14:44,7743274, Ketinggian (Altitude) : 1933.15, Kemiringan (pitch) : 7.92, Kemiringan (roll) : -1.30
2026-05-21 11:14:45,7744278, Ketinggian (Altitude) : 1932.95, Kemiringan (pitch) : 25.11, Kemiringan (roll) : -4.42
2026-05-21 11:14:46,7745282, Ketinggian (Altitude) : 1932.72, Kemiringan (pitch) : 6.98, Kemiringan (roll) : -7.88
2026-05-21 11:14:47,7746286, Ketinggian (Altitude) : 1932.52, Kemiringan (pitch) : 22.59, Kemiringan (roll) : -7.21
2026-05-21 11:14:48,7747290, Ketinggian (Altitude) : 1932.31, Kemiringan (pitch) : 5.38, Kemiringan (roll) : -21.77
2026-05-21 11:14:49,7748294, Ketinggian (Altitude) : 1932.10, Kemiringan (pitch) : 8.06, Kemiringan (roll) : -0.90
2026-05-21 11:14:50,7749298, Ketinggian (Altitude) : 1931.87, Kemiringan (pitch) : 7.60, Kemiringan (roll) : -3.33
2026-05-21 11:14:51,7750302, Ketinggian (Altitude) : 1931.78, Kemiringan (pitch) : 13.56, Kemiringan (roll) : -5.86
2026-05-21 11:14:52,7751306, Ketinggian (Altitude) : 1931.58, Kemiringan (pitch) : 14.71, Kemiringan (roll) : -10.19
2026-05-21 11:14:53,7752310, Ketinggian (Altitude) : 1931.38, Kemiringan (pitch) : -16.45, Kemiringan (roll) : -1.71
2026-05-21 11:14:54,7753314, Ketinggian (Altitude) : 1931.21, Kemiringan (pitch) : 1.80, Kemiringan (roll) : 16.54
2026-05-21 11:14:55,7754318, Ketinggian (Altitude) : 1931.01, Kemiringan (pitch) : 9.32, Kemiringan (roll) : -14.28
2026-05-21 11:14:56,7755322, Ketinggian (Altitude) : 1930.81, Kemiringan (pitch) : 7.74, Kemiringan (roll) : -6.28
2026-05-21 11:14:57,7756326, Ketinggian (Altitude) : 1930.64, Kemiringan (pitch) : 22.66, Kemiringan (roll) : -16.82
2026-05-21 11:14:58,7757330, Ketinggian (Altitude) : 1930.44, Kemiringan (pitch) : 12.78, Kemiringan (roll) : -12.98
2026-05-21 11:14:59,7758334, Ketinggian (Altitude) : 1930.24, Kemiringan (pitch) : 7.46, Kemiringan (roll) : -20.73
2026-05-21 11:15:00,7759338, Ketinggian (Altitude) : 1930.04, Kemiringan (pitch) : 14.95, Kemiringan (roll) : -0.55
2026-05-21 11:15:01,7760342, Ketinggian (Altitude) : 1929.84, Kemiringan (pitch) : -3.15, Kemiringan (roll) : 5.27
2026-05-21 11:15:02,7761346, Ketinggian (Altitude) : 1929.63, Kemiringan (pitch) : 25.87, Kemiringan (roll) : -7.77
2026-05-21 11:15:03,7762350, Ketinggian (Altitude) : 1929.43, Kemiringan (pitch) : -9.28, Kemiringan (roll) : 4.78
2026-05-21 11:15:04,7763354, Ketinggian (Altitude) : 1929.21, Kemiringan (pitch) : -5.82, Kemiringan (roll) : 2.66
2026-05-21 11:15:05,7764358, Ketinggian (Altitude) : 1929.01, Kemiringan (pitch) : 7.36, Kemiringan (roll) : -15.43
2026-05-21 11:15:06,7765362, Ketinggian (Altitude) : 1928.84, Kemiringan (pitch) : -8.82, Kemiringan (roll) : -3.40
2026-05-21 11:15:07,7766366, Ketinggian (Altitude) : 1928.72, Kemiringan (pitch) : 6.93, Kemiringan (roll) : -7.97
2026-05-21 11:15:08,7767370, Ketinggian (Altitude) : 1928.55, Kemiringan (pitch) : 15.13, Kemiringan (roll) : -2.04
2026-05-21 11:15:09,7768374, Ketinggian (Altitude) : 1928.34, Kemiringan (pitch) : 6.33, Kemiringan (roll) : -13.22
2026-05-21 11:15:10,7769378, Ketinggian (Altitude) : 1928.19, Kemiringan (pitch) : 12.30, Kemiringan (roll) : -12.45
2026-05-21 11:15:11,7770382, Ketinggian (Altitude) : 1928.07, Kemiringan (pitch) : 9.03, Kemiringan (roll) : -8.90
2026-05-21 11:15:12,7771386, Ketinggian (Altitude) : 1927.95, Kemiringan (pitch) : 2.11, Kemiringan (roll) : 5.00
2026-05-21 11:15:13,7772390, Ketinggian (Altitude) : 1927.85, Kemiringan (pitch) : 27.67, Kemiringan (roll) : -12.06
2026-05-21 11:15:14,7773394, Ketinggian (Altitude) : 1927.80, Kemiringan (pitch) : 6.08, Kemiringan (roll) : -8.43
2026-05-21 11:15:15,7774398, Ketinggian (Altitude) : 1927.80, Kemiringan (pitch) : 1.27, Kemiringan (roll) : -5.16
2026-05-21 11:15:16,7775402, Ketinggian (Altitude) : 1927.80, Kemiringan (pitch) : 13.16, Kemiringan (roll) : -5.77
2026-05-21 11:15:17,7776406, Ketinggian (Altitude) : 1927.81, Kemiringan (pitch) : 11.62, Kemiringan (roll) : -7.40
2026-05-21 11:15:18,7777410, Ketinggian (Altitude) : 1927.85, Kemiringan (pitch) : 11.95, Kemiringan (roll) : -3.96
2026-05-21 11:15:19,7778414, Ketinggian (Altitude) : 1927.91, Kemiringan (pitch) : 18.49, Kemiringan (roll) : -5.07
2026-05-21 11:15:20,7779418, Ketinggian (Altitude) : 1928.02, Kemiringan (pitch) : 5.77, Kemiringan (roll) : -7.37
2026-05-21 11:15:21,7780422, Ketinggian (Altitude) : 1928.15, Kemiringan (pitch) : 12.44, Kemiringan (roll) : 7.00
2026-05-21 11:15:22,7781426, Ketinggian (Altitude) : 1928.30, Kemiringan (pitch) : -5.88, Kemiringan (roll) : 0.67
2026-05-21 11:15:23,7782430, Ketinggian (Altitude) : 1928.42, Kemiringan (pitch) : 5.66, Kemiringan (roll) : -15.74
2026-05-21 11:15:24,7783434, Ketinggian (Altitude) : 1928.51, Kemiringan (pitch) : 24.69, Kemiringan (roll) : -21.65
2026-05-21 11:15:25,7784438, Ketinggian (Altitude) : 1928.65, Kemiringan (pitch) : -0.04, Kemiringan (roll) : 4.80
2026-05-21 11:15:26,7785442, Ketinggian (Altitude) : 1928.82, Kemiringan (pitch) : 13.41, Kemiringan (roll) : -0.35
2026-05-21 11:15:27,7786446, Ketinggian (Altitude) : 1928.99, Kemiringan (pitch) : 28.07, Kemiringan (roll) : -10.49
2026-05-21 11:15:28,7787450, Ketinggian (Altitude) : 1929.21, Kemiringan (pitch) : -8.50, Kemiringan (roll) : 13.10
2026-05-21 11:15:29,7788454, Ketinggian (Altitude) : 1929.41, Kemiringan (pitch) : 6.47, Kemiringan (roll) : -5.69
2026-05-21 11:15:30,7789458, Ketinggian (Altitude) : 1929.61, Kemiringan (pitch) : -1.64, Kemiringan (roll) : -3.04
2026-05-21 11:15:31,7790462, Ketinggian (Altitude) : 1929.84, Kemiringan (pitch) : -5.60, Kemiringan (roll) : -8.77
2026-05-21 11:15:32,7791466, Ketinggian (Altitude) : 1930.03, Kemiringan (pitch) : 5.65, Kemiringan (roll) : -6.37
2026-05-21 11:15:33,7792470, Ketinggian (Altitude) : 1930.26, Kemiringan (pitch) : 1.85, Kemiringan (roll) : 0.90
2026-05-21 11:15:34,7793474, Ketinggian (Altitude) : 1930.52, Kemiringan (pitch) : 0.46, Kemiringan (roll) : 17.68
2026-05-21 11:15:35,7794478, Ketinggian (Altitude) : 1930.75, Kemiringan (pitch) : -7.43, Kemiringan (roll) : 14.53
2026-05-21 11:15:36,7795482, Ketinggian (Altitude) : 1931.03, Kemiringan (pitch) : 1.25, Kemiringan (roll) : -1.83
2026-05-21 11:15:37,7796486, Ketinggian (Altitude) : 1931.24, Kemiringan (pitch) : 1.24, Kemiringan (roll) : -2.15
2026-05-21 11:15:38,7797490, Ketinggian (Altitude) : 1931.50, Kemiringan (pitch) : 1.37, Kemiringan (roll) : -2.15
2026-05-21 11:15:39,7798494, Ketinggian (Altitude) : 1931.79, Kemiringan (pitch) : 1.45, Kemiringan (roll) : -2.14
2026-05-21 11:15:40,7799498, Ketinggian (Altitude) : 1931.90, Kemiringan (pitch) : 1.31, Kemiringan (roll) : -2.10
2026-05-21 11:15:41,7800502, Ketinggian (Altitude) : 1932.19, Kemiringan (pitch) : 1.43, Kemiringan (roll) : -2.17
2026-05-21 11:15:42,7801506, Ketinggian (Altitude) : 1932.46, Kemiringan (pitch) : 1.53, Kemiringan (roll) : -2.06
2026-05-21 11:15:43,7802510, Ketinggian (Altitude) : 1932.75, Kemiringan (pitch) : 1.45, Kemiringan (roll) : -2.17
2026-05-21 11:15:44,7803514, Ketinggian (Altitude) : 1933.02, Kemiringan (pitch) : 1.40, Kemiringan (roll) : -2.34
2026-05-21 11:15:45,7804518, Ketinggian (Altitude) : 1933.29, Kemiringan (pitch) : 1.27, Kemiringan (roll) : -2.26
2026-05-21 11:15:46,7805522, Ketinggian (Altitude) : 1933.58, Kemiringan (pitch) : 1.41, Kemiringan (roll) : -2.21
2026-05-21 11:15:47,7806526, Ketinggian (Altitude) : 1933.85, Kemiringan (pitch) : 1.48, Kemiringan (roll) : -1.97
2026-05-21 11:15:48,7807530, Ketinggian (Altitude) : 1934.12, Kemiringan (pitch) : 1.44, Kemiringan (roll) : -2.03
